TransactionID,InvoiceNo,StockCode,Quantity,Price,InvoiceDate,CustomerID
1523,567668,70007,1,3.29,2011-09-21 15:29:00,Unknown
1524,556181,84792,6,4.65,2011-06-09 11:32:00,15407.0
1525,544800,22505,4,4.95,2011-02-23 13:45:00,15687.0
1526,577508,22532,1,0.42,2011-11-20 12:45:00,18127.0
1527,539958,85169B,5,0.85,2010-12-23 13:26:00,Unknown
1528,540551,22375,3,4.21,2011-01-10 09:43:00,Unknown
1529,577358,23008,1,10.79,2011-11-18 15:59:00,Unknown
1530,567473,22424,1,12.75,2011-09-20 12:50:00,17841.0
1531,546116,21116,9,4.95,2011-03-09 13:53:00,15367.0
1532,560024,37340,2,0.39,2011-07-14 13:00:00,15005.0
1533,569027,23108,8,6.25,2011-09-30 10:19:00,13089.0
1534,553833,21930,4,2.08,2011-05-19 11:41:00,17346.0
1535,547652,22286,1,1.65,2011-03-24 12:15:00,14606.0
1536,569234,23393,1,3.75,2011-10-02 15:33:00,17841.0
1537,575688,82580,12,0.55,2011-11-10 16:15:00,18230.0
1538,575875,20724,1,1.63,2011-11-11 13:06:00,Unknown
1539,579196,23199,2,4.13,2011-11-28 15:54:00,14096.0
1540,576627,84347,120,2.1,2011-11-16 08:25:00,14426.0
1541,541971,22219,2,1.63,2011-01-24 13:48:00,Unknown
1542,563955,23239,6,4.15,2011-08-22 11:00:00,16652.0
1543,552467,23206,20,1.65,2011-05-09 15:29:00,15249.0
1544,564843,20677,8,1.25,2011-08-30 14:09:00,15866.0
1545,554065,84584,6,2.55,2011-05-22 10:39:00,18287.0
1546,578347,22619,1,7.46,2011-11-24 09:26:00,Unknown
1547,567971,22710,25,0.42,2011-09-23 10:04:00,16681.0
1548,561051,23174,12,4.15,2011-07-24 13:11:00,16684.0
1549,543803,85203,5,0.42,2011-02-13 12:05:00,17126.0
1550,564342,84754,2,1.25,2011-08-24 14:53:00,16340.0
1551,538069,22569,2,3.75,2010-12-09 14:08:00,16795.0
1552,571496,84380,12,1.45,2011-10-17 15:02:00,13265.0
1553,562984,21035,1,3.25,2011-08-11 11:45:00,17841.0
1554,547249,22558,4,3.29,2011-03-22 09:27:00,Unknown
1555,577813,23263,48,1.25,2011-11-22 09:06:00,14297.0
1556,563690,23202,20,2.08,2011-08-18 12:53:00,15152.0
1557,556434,84978,24,1.25,2011-06-10 14:06:00,14895.0
1558,546247,22553,12,1.65,2011-03-10 13:34:00,18086.0
1559,541250,22028,12,0.42,2011-01-16 13:19:00,13700.0
1560,544684,84625A,2,5.79,2011-02-22 16:32:00,Unknown
1561,569545,84375,1,4.13,2011-10-04 16:37:00,Unknown
1562,540405,22499,48,4.95,2011-01-07 09:50:00,14828.0
1563,564479,POST,2,18.0,2011-08-25 13:12:00,12682.0
1564,542112,21166,2,1.95,2011-01-25 13:55:00,13168.0
1565,567954,22115,12,0.79,2011-09-23 08:30:00,13004.0
1566,571682,23371,3,1.25,2011-10-18 14:00:00,14179.0
1567,537419,22189,8,3.95,2010-12-06 15:14:00,13495.0
1568,578006,23355,4,4.95,2011-11-22 12:40:00,13363.0
1569,542371,22957,12,2.95,2011-01-27 13:29:00,12468.0
1570,547048,22549,12,1.45,2011-03-20 11:52:00,14911.0
1571,578856,23541,8,8.25,2011-11-27 11:18:00,17769.0
1572,556241,22386,10,2.08,2011-06-09 16:04:00,12597.0
1573,551719,20717,1,2.46,2011-05-03 16:09:00,Unknown
1574,556257,22470,3,2.95,2011-06-09 17:47:00,17576.0
1575,578844,22816,4,0.42,2011-11-25 16:14:00,Unknown
1576,572037,20970,4,3.75,2011-10-20 12:07:00,17365.0
1577,552652,21479,1,3.75,2011-05-10 14:09:00,14591.0
1578,548893,22133,1,1.63,2011-04-04 15:54:00,Unknown
1579,561893,79190A,3,0.42,2011-07-31 14:39:00,12942.0
1580,562046,23101,12,0.83,2011-08-02 10:34:00,12378.0
1581,544301,21067,2,1.25,2011-02-17 12:59:00,14606.0
1582,553175,23193,1,2.25,2011-05-15 11:17:00,Unknown
1583,550832,82486,4,8.95,2011-04-21 10:31:00,17588.0
1584,565519,90192,3,4.95,2011-09-05 11:52:00,12502.0
1585,568411,84029G,3,8.29,2011-09-27 10:52:00,Unknown
1586,563547,23078,24,1.25,2011-08-17 12:29:00,Unknown
1587,576840,23541,1,16.63,2011-11-16 15:23:00,Unknown
1588,546429,16235,6,0.21,2011-03-13 15:25:00,17611.0
1589,550740,22775,6,2.46,2011-04-20 11:33:00,Unknown
1590,566577,22900,2,4.13,2011-09-13 13:29:00,Unknown
1591,552973,23208,20,1.65,2011-05-12 13:53:00,16186.0
1592,573123,22560,24,1.25,2011-10-27 16:23:00,13654.0
1593,567174,85174,1,4.95,2011-09-18 13:31:00,16438.0
1594,555162,22326,6,2.95,2011-06-01 10:15:00,12473.0
1595,550458,21985,1,0.83,2011-04-18 13:13:00,Unknown
1596,573405,22491,3,0.85,2011-10-30 15:55:00,13822.0
1597,576695,23322,1,2.95,2011-11-16 12:25:00,16469.0
1598,571214,22619,4,3.75,2011-10-14 12:56:00,14390.0
1599,575846,23052,1,8.25,2011-11-11 12:07:00,17364.0
1600,551004,22682,1,2.46,2011-04-26 09:48:00,Unknown
1601,550006,84992,1,0.55,2011-04-14 10:10:00,17841.0
1602,572528,21125,1,1.25,2011-10-24 15:43:00,13176.0
1603,575334,23188,12,1.65,2011-11-09 13:54:00,14493.0
1604,537447,22645,12,1.45,2010-12-07 09:21:00,13963.0
1605,571441,21892,3,2.46,2011-10-17 13:31:00,14096.0
1606,579522,22616,24,0.39,2011-11-30 08:04:00,14432.0
1607,560368,20618,1,2.1,2011-07-18 12:25:00,17841.0
1608,561322,23208,10,1.65,2011-07-26 13:03:00,15203.0
1609,568651,22727,4,3.75,2011-09-28 12:04:00,12362.0
1610,545906,21890,6,2.95,2011-03-08 09:23:00,15764.0
1611,555604,22550,4,3.75,2011-06-06 11:37:00,16612.0
1612,539324,22584,2,2.55,2010-12-16 19:51:00,14985.0
1613,536477,22619,4,3.75,2010-12-01 12:27:00,16210.0
1614,549155,21198,2,3.29,2011-04-06 17:08:00,Unknown
1615,540026,22933,1,5.91,2011-01-04 13:25:00,Unknown
1616,572458,21544,12,0.85,2011-10-24 12:51:00,15142.0
1617,570465,23350,2,2.46,2011-10-10 16:02:00,Unknown
1618,575481,16011,23,0.21,2011-11-09 16:28:00,15679.0
1619,541854,21931,1,1.95,2011-01-23 14:58:00,18283.0
1620,541213,22026,12,0.42,2011-01-14 13:28:00,15033.0
1621,574950,22566,1,1.63,2011-11-08 09:29:00,Unknown
1622,564186,22139,3,4.95,2011-08-23 15:20:00,15755.0
1623,554114,22489,2,0.42,2011-05-22 15:00:00,15292.0
1624,567803,22169,104,5.64,2011-09-22 12:11:00,18102.0
1625,538071,21163,1,3.36,2010-12-09 14:09:00,Unknown
1626,569493,48187,2,8.25,2011-10-04 13:35:00,13317.0
1627,547719,20727,20,1.65,2011-03-25 10:05:00,14404.0
1628,573999,22646,12,1.45,2011-11-02 11:43:00,12779.0
1629,548984,22285,3,1.65,2011-04-05 12:37:00,14546.0
1630,557793,85032A,1,0.65,2011-06-22 17:30:00,14998.0
1631,551349,22758,12,1.25,2011-04-28 10:03:00,14740.0
1632,555025,22727,4,3.75,2011-05-31 11:21:00,17648.0
1633,556237,23174,1,8.29,2011-06-09 15:34:00,Unknown
1634,574043,23208,4,1.65,2011-11-02 13:13:00,16367.0
1635,574074,84596F,3,0.83,2011-11-02 15:33:00,Unknown
1636,565129,22667,2,2.95,2011-09-01 12:41:00,15719.0
1637,569521,23328,1,3.75,2011-10-04 14:33:00,16474.0
1638,548642,22907,6,0.85,2011-04-01 13:00:00,17287.0
1639,561398,22956,6,2.1,2011-07-27 10:52:00,16767.0
1640,545647,22128,24,1.25,2011-03-04 12:46:00,12547.0
1641,563439,22898,1,4.96,2011-08-16 13:05:00,Unknown
1642,555284,85095,16,1.65,2011-06-02 09:37:00,14298.0
1643,573109,22725,8,3.75,2011-10-27 15:19:00,15144.0
1644,537058,22966,12,1.25,2010-12-05 11:51:00,13269.0
1645,575867,22422,5,0.65,2011-11-11 12:44:00,15034.0
1646,565150,22931,6,2.1,2011-09-01 14:26:00,14298.0
1647,570653,23535,1,5.95,2011-10-11 13:49:00,14710.0
1648,553556,21224,5,1.25,2011-05-17 16:48:00,17530.0
1649,572552,22566,1,1.63,2011-10-24 17:07:00,14096.0
1650,550532,21942,1,0.85,2011-04-19 11:02:00,14606.0
1651,558684,22418,24,0.85,2011-07-01 11:29:00,14016.0
1652,569523,23029,5,1.65,2011-10-04 14:41:00,16033.0
1653,573496,22547,1,0.42,2011-10-31 11:59:00,17841.0
1654,540551,21846,27,1.66,2011-01-10 09:43:00,Unknown
1655,561515,22151,13,1.63,2011-07-27 15:16:00,Unknown
1656,548148,22616,3,0.29,2011-03-29 12:31:00,17931.0
1657,545999,21175,12,2.55,2011-03-08 14:44:00,13089.0
1658,541238,20750,2,7.95,2011-01-16 10:42:00,16746.0
1659,553199,22902,4,2.1,2011-05-15 15:13:00,17758.0
1660,566562,23352,24,1.25,2011-09-13 12:18:00,17365.0
1661,566400,22197,12,0.85,2011-09-12 13:16:00,17139.0
1662,576644,21253,2,5.79,2011-11-16 10:01:00,Unknown
1663,541219,22110,1,3.29,2011-01-14 14:06:00,Unknown
1664,579751,21329,1,3.29,2011-11-30 14:46:00,Unknown
1665,571061,21328,1,3.29,2011-10-13 14:33:00,Unknown
1666,536859,85123A,2,2.95,2010-12-03 10:43:00,12841.0
1667,540365,21080,12,0.85,2011-01-06 16:12:00,12413.0
1668,C546735,22933,-144,2.1,2011-03-16 11:50:00,16029.0
1669,560228,17091J,6,0.38,2011-07-15 17:29:00,17750.0
1670,558864,23161,12,1.25,2011-07-04 12:38:00,Unknown
1671,552310,21095,3,0.85,2011-05-08 15:22:00,17323.0
1672,559162,23119,1,1.25,2011-07-06 16:29:00,Unknown
1673,562528,82486,2,8.95,2011-08-05 13:52:00,12610.0
1674,561208,22952,120,0.42,2011-07-25 16:39:00,15372.0
1675,546426,85096,2,3.75,2011-03-13 13:46:00,13708.0
1676,559202,23187,48,0.29,2011-07-07 10:40:00,13583.0
1677,540551,21557,6,2.51,2011-01-10 09:43:00,Unknown
1678,539593,22178,24,1.25,2010-12-20 13:31:00,13319.0
1679,554964,21122,2,1.25,2011-05-27 15:57:00,15867.0
1680,578293,22865,12,2.1,2011-11-23 14:36:00,15640.0
1681,544278,22083,6,2.95,2011-02-17 12:01:00,15382.0
1682,566735,23165,3,1.65,2011-09-14 14:19:00,15707.0
1683,540821,47504K,3,3.36,2011-01-11 13:16:00,Unknown
1684,541854,21828,1,1.25,2011-01-23 14:58:00,18283.0
1685,570703,22028,12,0.42,2011-10-12 09:50:00,14911.0
1686,543040,21561,2,2.55,2011-02-02 17:06:00,17337.0
1687,540015,22704,25,0.42,2011-01-04 11:40:00,13319.0
1688,578852,22675,1,1.25,2011-11-27 11:12:00,17841.0
1689,541120,22631,12,1.95,2011-01-14 09:13:00,12490.0
1690,562199,21930,1,2.08,2011-08-03 12:20:00,12748.0
1691,570231,22091,6,0.39,2011-10-09 13:44:00,16685.0
1692,576837,21025,1,2.46,2011-11-16 15:16:00,Unknown
1693,574681,22045,25,0.42,2011-11-06 12:41:00,15156.0
1694,537829,22910,18,2.95,2010-12-08 14:46:00,15498.0
1695,571713,21494,1,2.46,2011-10-18 16:58:00,Unknown
1696,559307,85152,5,2.1,2011-07-07 13:02:00,15356.0
1697,540475,22775,24,1.25,2011-01-07 14:43:00,15311.0
1698,544684,22960,1,8.29,2011-02-22 16:32:00,Unknown
1699,551719,21787,1,1.63,2011-05-03 16:09:00,Unknown
1700,576339,20682,3,6.63,2011-11-14 15:27:00,14096.0
1701,560692,20914,1,2.95,2011-07-20 12:01:00,14704.0
1702,542269,22469,12,1.65,2011-01-27 09:33:00,14442.0
1703,550347,84879,16,1.69,2011-04-18 09:33:00,14227.0
1704,577061,21733,12,2.95,2011-11-17 14:40:00,14911.0
1705,563430,22283,4,7.95,2011-08-16 11:50:00,14918.0
1706,558099,82483,2,6.95,2011-06-26 13:45:00,17593.0
1707,558777,22628,1,4.13,2011-07-04 10:23:00,Unknown
1708,571278,22355,10,0.85,2011-10-16 12:46:00,14780.0
1709,570241,90183A,1,2.95,2011-10-09 15:24:00,14801.0
1710,553129,22841,1,7.95,2011-05-13 12:34:00,17765.0
1711,553088,21977,24,0.55,2011-05-13 11:53:00,16180.0
1712,577078,47480,3,3.29,2011-11-17 15:17:00,Unknown
1713,555278,22297,1,2.46,2011-06-01 17:33:00,Unknown
1714,562516,22457,6,2.95,2011-08-05 12:25:00,15129.0
1715,552514,22244,2,4.13,2011-05-09 16:30:00,Unknown
1716,557888,23091,1,6.25,2011-06-23 13:51:00,14656.0
1717,539587,22041,24,2.1,2010-12-20 13:10:00,14298.0
1718,538951,21100,1,1.65,2010-12-15 11:26:00,16782.0
1719,546423,22621,1,1.45,2011-03-13 12:39:00,14502.0
1720,544598,22698,1,5.79,2011-02-21 18:10:00,Unknown
1721,552311,23233,25,0.42,2011-05-08 15:22:00,15312.0
1722,554283,47566,4,4.95,2011-05-23 14:11:00,17686.0
1723,567653,85017B,12,0.42,2011-09-21 14:35:00,12550.0
1724,577774,22498,3,5.95,2011-11-21 15:57:00,16712.0
1725,558862,84596L,16,0.42,2011-07-04 12:25:00,13901.0
1726,562931,22892,6,1.25,2011-08-10 16:19:00,14030.0
1727,536945,37464,1,1.25,2010-12-03 12:24:00,14083.0
1728,548199,22379,5,2.1,2011-03-29 16:12:00,16945.0
1729,557937,47590A,1,10.79,2011-06-23 15:30:00,Unknown
1730,554098,22668,4,2.95,2011-05-22 13:01:00,14769.0
1731,545038,21122,1,1.25,2011-02-27 10:13:00,13684.0
1732,572336,23373,10,0.82,2011-10-24 10:29:00,13523.0
1733,558902,21210,12,1.45,2011-07-04 16:08:00,13001.0
1734,554269,22619,4,3.75,2011-05-23 13:03:00,13223.0
1735,556098,23094,5,12.5,2011-06-08 15:36:00,16832.0
1736,C568879,23204,-50,0.72,2011-09-29 12:38:00,14680.0
1737,539434,22262,1,1.66,2010-12-17 14:41:00,Unknown
1738,554054,22180,2,20.79,2011-05-20 15:29:00,Unknown
1739,566060,21559,1,4.96,2011-09-08 15:27:00,Unknown
1740,548631,22700,1,2.95,2011-04-01 12:24:00,13184.0
1741,546096,22695,12,1.45,2011-03-09 11:59:00,15502.0
1742,569732,22653,10,1.95,2011-10-06 09:56:00,13177.0
1743,563895,22384,20,1.65,2011-08-21 10:35:00,18229.0
1744,547396,22110,1,7.46,2011-03-22 16:54:00,Unknown
1745,559816,82580,2,1.25,2011-07-12 16:11:00,Unknown
1746,569223,23392,2,2.08,2011-10-02 13:49:00,16283.0
1747,570001,23240,6,4.15,2011-10-07 09:10:00,14427.0
1748,577770,23351,12,1.25,2011-11-21 15:33:00,13282.0
1749,577768,22352,1,4.96,2011-11-21 15:18:00,Unknown
1750,571913,23202,10,2.08,2011-10-19 15:29:00,18210.0
1751,567533,23200,10,2.08,2011-09-21 09:45:00,17651.0
1752,568895,23208,5,1.65,2011-09-29 13:11:00,15356.0
1753,570466,20992,6,0.39,2011-10-10 16:03:00,16791.0
1754,568991,84347,1,2.55,2011-09-29 16:44:00,18204.0
1755,555832,22191,4,8.5,2011-06-07 12:19:00,15969.0
1756,559674,21169,12,1.69,2011-07-11 14:16:00,15856.0
1757,543909,21454,1,0.83,2011-02-14 12:32:00,Unknown
1758,567670,23236,2,5.79,2011-09-21 15:32:00,Unknown
1759,557938,23112,1,14.96,2011-06-23 15:35:00,Unknown
1760,555524,23175,4,3.25,2011-06-05 11:37:00,16923.0
1761,563349,17021,1,0.3,2011-08-15 13:51:00,14623.0
1762,554278,22555,2,1.65,2011-05-23 13:25:00,13831.0
1763,541216,22805,12,1.25,2011-01-14 13:52:00,15311.0
1764,555510,21212,3,1.25,2011-06-03 17:09:00,Unknown
1765,577516,23499,1,0.42,2011-11-20 13:08:00,16533.0
1766,565287,22378,5,2.1,2011-09-02 11:42:00,12483.0
1767,538349,21126,2,2.51,2010-12-10 14:59:00,Unknown
1768,552039,20828,6,2.55,2011-05-06 08:10:00,13081.0
1769,567295,21832,12,1.65,2011-09-19 12:16:00,17490.0
1770,538181,20749,4,7.95,2010-12-10 10:08:00,17076.0
1771,539307,21880,120,0.19,2010-12-16 17:43:00,13694.0
1772,568381,20992,24,0.39,2011-09-27 09:24:00,14321.0
1773,550458,22494,2,2.46,2011-04-18 13:13:00,Unknown
1774,573332,40001,3,0.85,2011-10-30 11:28:00,15059.0
1775,558045,23245,4,4.95,2011-06-24 13:35:00,12615.0
1776,551349,20766,4,3.75,2011-04-28 10:03:00,14740.0
1777,576660,22561,12,1.65,2011-11-16 11:16:00,15110.0
1778,538879,22557,12,1.65,2010-12-14 15:50:00,15392.0
1779,576618,22738,1,3.29,2011-11-15 17:00:00,Unknown
1780,569638,22950,12,1.45,2011-10-05 12:15:00,16140.0
1781,549844,22297,6,1.25,2011-04-12 14:17:00,12854.0
1782,547687,84991,24,0.55,2011-03-24 14:52:00,15078.0
1783,555739,22362,6,2.95,2011-06-07 09:49:00,12380.0
1784,566789,23351,12,1.25,2011-09-15 10:35:00,13134.0
1785,541827,22411,2,4.13,2011-01-21 17:05:00,Unknown
1786,569667,84946,12,1.25,2011-10-05 13:42:00,17521.0
1787,564437,22300,6,2.55,2011-08-25 12:10:00,13320.0
1788,547358,84997A,1,4.15,2011-03-22 12:25:00,15998.0
1789,546912,22720,4,4.95,2011-03-17 20:12:00,15861.0
1790,551840,22111,24,4.25,2011-05-04 13:36:00,15144.0
1791,549579,22694,12,2.1,2011-04-11 09:18:00,15780.0
1792,578092,22617,3,4.95,2011-11-22 17:19:00,16811.0
1793,573379,21499,25,0.42,2011-10-30 14:03:00,15680.0
1794,575867,22845,2,6.35,2011-11-11 12:44:00,15034.0
1795,560104,23004,2,0.42,2011-07-14 18:56:00,17921.0
1796,566602,23395,1,10.79,2011-09-13 16:05:00,Unknown
1797,540515,21166,4,1.95,2011-01-09 11:54:00,15059.0
1798,559509,23287,2,0.85,2011-07-08 15:25:00,15920.0
1799,554958,21033,1,4.13,2011-05-27 15:17:00,Unknown
1800,579512,22348,3,1.63,2011-11-29 16:47:00,Unknown
1801,578827,21977,2,1.25,2011-11-25 14:25:00,Unknown
1802,577736,21494,1,1.25,2011-11-21 13:20:00,14606.0
1803,570818,22663,2,2.08,2011-10-12 12:47:00,17841.0
1804,553061,23202,1,2.08,2011-05-13 11:12:00,17238.0
1805,564727,22746,2,2.1,2011-08-28 12:31:00,16686.0
1806,571715,22652,5,1.65,2011-10-18 17:04:00,17576.0
1807,546652,22139,1,10.79,2011-03-15 14:18:00,Unknown
1808,558118,22630,1,2.46,2011-06-27 09:11:00,Unknown
1809,551269,85123A,6,2.95,2011-04-27 12:21:00,12840.0
1810,569898,22530,2,0.83,2011-10-06 16:08:00,Unknown
1811,572886,47503A,24,0.42,2011-10-26 13:46:00,12448.0
1812,542541,21479,1,7.46,2011-01-28 14:25:00,Unknown
1813,547026,22635,2,9.95,2011-03-18 17:07:00,14633.0
1814,544462,21889,6,1.25,2011-02-20 14:21:00,17050.0
1815,567183,22081,4,1.65,2011-09-18 15:32:00,14769.0
1816,575193,85232D,3,4.95,2011-11-09 09:34:00,12681.0
1817,C542537,22558,-2,1.49,2011-01-28 13:54:00,12501.0
1818,576222,21989,24,0.85,2011-11-14 13:02:00,12490.0
1819,549189,21908,12,2.1,2011-04-07 10:11:00,15235.0
1820,554714,21679,1,1.63,2011-05-26 10:44:00,Unknown
1821,578270,22659,1,4.13,2011-11-23 13:39:00,14096.0
1822,537196,20829,1,2.1,2010-12-05 13:55:00,15426.0
1823,542252,21213,1,2.08,2011-01-26 16:01:00,Unknown
1824,555947,22423,6,12.75,2011-06-08 10:45:00,14911.0
1825,555930,71459,12,0.85,2011-06-08 08:26:00,14745.0
1826,559051,21945,1,0.83,2011-07-05 16:47:00,Unknown
1827,557217,22779,4,4.25,2011-06-17 12:30:00,17426.0
1828,577497,22142,2,1.45,2011-11-20 12:22:00,17555.0
1829,542648,22627,2,8.5,2011-01-31 11:46:00,12476.0
1830,575930,46776B,2,4.13,2011-11-11 17:58:00,Unknown
1831,543660,22360,2,5.79,2011-02-11 10:40:00,Unknown
1832,540316,85059,8,1.25,2011-01-06 13:00:00,16676.0
1833,561701,23238,12,4.15,2011-07-29 10:41:00,13102.0
1834,557274,21673,12,1.25,2011-06-19 11:44:00,14004.0
1835,575176,22698,2,5.79,2011-11-08 18:29:00,Unknown
1836,552042,35599D,24,2.95,2011-05-06 09:00:00,13952.0
1837,554808,21929,1,2.08,2011-05-26 13:01:00,17059.0
1838,562046,22325,9,4.95,2011-08-02 10:34:00,12378.0
1839,551012,21671,10,3.29,2011-04-26 10:32:00,Unknown
1840,555650,22846,2,16.95,2011-06-06 13:48:00,14156.0
1841,566737,20981,12,0.85,2011-09-14 14:26:00,13430.0
1842,543800,22241,1,1.25,2011-02-13 11:36:00,17282.0
1843,551202,22305,6,2.55,2011-04-27 11:33:00,17436.0
1844,561515,23200,2,4.13,2011-07-27 15:16:00,Unknown
1845,562113,21471,4,3.29,2011-08-02 16:11:00,Unknown
1846,561869,21754,2,5.95,2011-07-31 11:38:00,16764.0
1847,577359,82581,6,0.55,2011-11-18 16:07:00,14903.0
1848,566913,21313,12,0.85,2011-09-15 14:07:00,17602.0
1849,564837,23323,1,4.13,2011-08-30 12:40:00,Unknown
1850,545503,20973,2,0.65,2011-03-03 11:34:00,15719.0
1851,548358,79066K,10,0.85,2011-03-30 15:29:00,15832.0
1852,540273,20866,120,1.06,2011-01-06 11:57:00,17368.0
1853,537955,22186,1,2.95,2010-12-09 11:28:00,16782.0
1854,543342,22487,1,9.95,2011-02-07 12:27:00,17162.0
1855,559338,20971,1,2.46,2011-07-07 16:30:00,Unknown
1856,577359,22670,6,1.25,2011-11-18 16:07:00,14903.0
1857,542886,22148,4,1.95,2011-02-01 13:09:00,16515.0
1858,550740,22076,2,2.46,2011-04-20 11:33:00,Unknown
1859,544599,22530,3,0.83,2011-02-21 18:15:00,Unknown
1860,575739,22614,2,0.83,2011-11-11 09:05:00,Unknown
1861,569669,21448,2,1.65,2011-10-05 13:47:00,14730.0
1862,574356,21155,8,4.96,2011-11-04 10:48:00,Unknown
1863,536862,22429,1,8.47,2010-12-03 11:13:00,Unknown
1864,544194,21527,2,7.95,2011-02-17 08:40:00,16839.0
1865,579777,22478,2,2.46,2011-11-30 15:13:00,Unknown
1866,575333,22592,4,3.75,2011-11-09 13:54:00,13209.0
1867,554956,22943,1,10.79,2011-05-27 15:17:00,Unknown
1868,547830,85186A,3,0.83,2011-03-25 15:50:00,Unknown
1869,568382,22578,24,0.29,2011-09-27 09:33:00,13499.0
1870,558319,22089,1,4.13,2011-06-28 11:53:00,Unknown
1871,555896,84692,25,0.42,2011-06-07 16:04:00,15640.0
1872,564432,23307,24,0.55,2011-08-25 11:40:00,13517.0
1873,536628,82486,2,6.95,2010-12-02 10:54:00,17850.0
1874,572910,23489,10,2.89,2011-10-26 15:58:00,15990.0
1875,537312,21181,12,2.1,2010-12-06 11:42:00,14189.0
1876,575767,23497,2,1.45,2011-11-11 11:11:00,17348.0
1877,570862,23508,20,0.42,2011-10-12 15:35:00,17528.0
1878,578063,47591D,8,1.95,2011-11-22 15:36:00,16929.0
1879,539659,22683,20,1.25,2010-12-21 09:47:00,15034.0
1880,538349,22909,4,1.66,2010-12-10 14:59:00,Unknown
1881,572331,21495,25,0.42,2011-10-24 10:18:00,16491.0
1882,572126,48187,2,8.25,2011-10-21 09:04:00,16313.0
1883,536592,85032D,4,1.66,2010-12-01 17:06:00,Unknown
1884,570488,22626,1,16.63,2011-10-10 17:12:00,14096.0
1885,575931,22910,6,2.95,2011-11-13 10:35:00,16560.0
1886,550474,22858,2,3.29,2011-04-18 13:58:00,Unknown
1887,557500,gift_0001_20,1,16.67,2011-06-20 15:27:00,Unknown
1888,555853,21756,1,5.95,2011-06-07 13:44:00,14375.0
1889,579274,23093,8,2.49,2011-11-29 10:01:00,13467.0
1890,559057,21774,12,1.25,2011-07-06 09:46:00,13089.0
1891,560239,21559,6,2.55,2011-07-17 11:50:00,13507.0
1892,571939,23554,6,12.5,2011-10-20 09:40:00,16260.0
1893,578270,22448,2,6.63,2011-11-23 13:39:00,14096.0
1894,571308,20973,24,0.65,2011-10-17 10:10:00,12475.0
1895,563193,21246,2,4.13,2011-08-12 16:30:00,Unknown
1896,543774,79190D,15,0.42,2011-02-11 15:56:00,15856.0
1897,539324,22075,1,1.65,2010-12-16 19:51:00,14985.0
1898,577410,22577,10,0.29,2011-11-20 10:59:00,14664.0
1899,561209,85099F,1,4.13,2011-07-25 16:57:00,Unknown
1900,560723,21034,3,0.95,2011-07-20 13:53:00,16464.0
1901,572673,23348,6,2.08,2011-10-25 13:16:00,13309.0
1902,548863,21033,2,2.08,2011-04-04 13:57:00,15311.0
1903,564835,21507,1,0.83,2011-08-30 12:31:00,Unknown
1904,545216,20733,1,0.83,2011-02-28 16:50:00,Unknown
1905,579122,22593,48,0.85,2011-11-28 12:05:00,12971.0
1906,544476,23005,12,0.42,2011-02-21 09:58:00,14796.0
1907,563300,47566B,6,4.95,2011-08-15 12:57:00,16774.0
1908,576321,21819,5,0.39,2011-11-14 14:59:00,14953.0
1909,549260,22295,3,1.65,2011-04-07 12:34:00,17790.0
1910,555106,22745,6,2.1,2011-05-31 14:14:00,12790.0
1911,563686,48184,10,6.75,2011-08-18 12:30:00,13098.0
1912,563193,23166,1,2.46,2011-08-12 16:30:00,Unknown
1913,554098,85124B,2,2.55,2011-05-22 13:01:00,14769.0
1914,558328,23077,20,1.25,2011-06-28 12:09:00,15146.0
1915,548568,21781,7,12.75,2011-04-01 10:43:00,14543.0
1916,C560540,23159,-1,2.08,2011-07-19 12:26:00,12415.0
1917,552951,23082,12,3.75,2011-05-12 12:05:00,14988.0
1918,545583,20749,2,7.95,2011-03-04 09:08:00,12553.0
1919,540646,22184,1,8.47,2011-01-10 14:32:00,Unknown
1920,567853,23230,25,0.42,2011-09-22 13:31:00,15484.0
1921,550519,22524,10,1.25,2011-04-19 09:31:00,13141.0
1922,578950,20832,5,0.39,2011-11-27 14:40:00,17885.0
1923,562046,23159,12,2.08,2011-08-02 10:34:00,12378.0
1924,549234,22499,24,5.95,2011-04-07 11:12:00,16515.0
1925,544391,21212,24,0.55,2011-02-18 11:53:00,15755.0
1926,539446,22837,8,4.65,2010-12-17 15:58:00,12705.0
1927,579679,23128,3,4.95,2011-11-30 13:29:00,13755.0
1928,568693,23346,1,1.25,2011-09-28 14:54:00,Unknown
1929,551174,21094,2,0.83,2011-04-26 17:02:00,Unknown
1930,546648,22690,1,12.46,2011-03-15 14:15:00,Unknown
1931,570652,22086,12,2.95,2011-10-11 13:45:00,17863.0
1932,547062,22350,1,2.55,2011-03-20 13:28:00,16728.0
1933,537237,22754,2,1.66,2010-12-06 09:58:00,Unknown
1934,551413,84970L,12,0.95,2011-04-28 13:33:00,16227.0
1935,577034,21642,48,0.29,2011-11-17 13:16:00,12847.0
1936,545995,22207,2,4.25,2011-03-08 13:54:00,15023.0
1937,542890,84865,2,8.5,2011-02-01 13:25:00,15311.0
1938,560225,22811,2,2.46,2011-07-15 16:27:00,Unknown
1939,560385,21096,5,0.39,2011-07-18 12:53:00,14583.0
1940,538327,22586,1,0.85,2010-12-10 13:58:00,15514.0
1941,538361,21892,2,1.25,2010-12-10 16:36:00,17757.0
1942,538352,15056BL,3,5.95,2010-12-10 15:21:00,16565.0
1943,564319,84880,1,7.5,2011-08-24 13:18:00,15059.0
